Tweet|Polaridade
Crime organizado é disputado por 27 facções no País - Nacional - Estado de Minas |Neutro
Crimen de Estado que no se bor…|Neutro
CRIMINOSOS ORIUNDOS DE SÃO PAULO SE DÃO MAL DURANTE ROUBO A BANCO E SETE SÃO MORTOS EM... |Positivo
Criminosos tentam explodir caixas eletrônicos em Moema: Sistema de segurança impediu ação dos ladrões. Gate fez…… |Positivo
Crise? Q crise?! // Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros @UOL  |Neutro
CRONOGRAMA DE DESIGNAÇÃO EM 2017 PARA AS ESCOLAS PÚBLICAS ESTADUAIS DE MINAS. |Positivo
CULTURA - RELIGIÃO - MINAS GERAIS... |Neutro
Cultura: Governo de Minas Gerais reconhece Folias de Reis como Patrimônio Imaterial do Estado |Neutro
Curso Introdutório de Educação em Valores Humanos, em Brumadinho, MG, 2017|Positivo
Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois... |Neutro
Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais... |Neutro
Daí, não há mais mal feitos. |Neutro
David le puso mg a mi estado pero no le voy a hablar.?|Neutro
Davos convida Janot para falar sobre corrupção - Politica - Estado de Minas |Neutro
De olho na reeleição, Rodrigo Maia reúne deputados no Recife em almoço - Politica - Estado de Minas |Neutro
De reis do lucro a banqueiros falidos - Economia - Estado de Minas |Neutro
Defesa Civil de MG confirma 16ª morte pela chuva no estado |Neutro
Defesa Civil estadual confirma 16ª morte pela chuva em Minas |Neutro
Delegada fala sobre o problema da delegacia de trânsito de Governador Valadares |Neutro
Delícia! - Starbucks quer triplicar número de lojas no País, incluindo BH - Economia - Estado de Minas |Neutro
Depois de 4 anos reunindo material e lançamos nosso primeiro poster com os anuros (sapos, pererecas e rãs) de... |Neutro
Depois de decretar calamidade financeira governo de Minas compra helicópteros. Essa matemática não fecha.|Neutro
Deputado Cabo Júlio é condenado e fica inelegível por 10 anos - Politica - Estado de Minas |Neutro
Deputado Cabo Júlio é condenado e fica inelegível por 10 anos - Politica - Estado de Minas |Positivo
Deputado Major Olímpio, de São Paulo, exalta chacinas na internet - Estado de Minas |Neutro
Deputados pressionam Temer para grandes obras em MG saírem do papel - Politica - Estado de Minas |Positivo
Deputados, Senadores, Governador de Minas Gerais e Prefeito de Januária&colon; Pedimos a pavimentação da MGT 479, es |Neutro
Desastre ambiental em MG: Empresas pedem mais prazo para pagar R$ 1,2 bi |Negativo
Desculpa, eu sou tipo Priscila e Yudi, se eu ouvir nome de cidade tenho que falar o estado...|Neutro
desculpe, disse que estava eleito mais um jovem deputado federal mas se pá temos aí algo maior, governador de MG, p… |Neutro
desertor do Exército da Coreia do Norte fala ao EM sobre o regime imposto no país - Internacional - Estado de Minas |Negativo
Designação 2017 será feita via web em sistema informatizado para todos os cargos, exceto para PEB regente de aulas.… |Positivo
Designan a Edmundo Ranero como nuevo secretario de Movilidad – Edoméx Informa |Neutro
Designer cria lista colaborativa com os ensaios dos blocos de carnaval de BH - Gerais - Estado de Minas |Negativo
Designer cria lista colaborativa com os ensaios dos blocos de carnaval de BH - Gerais - Estado de Minas |Neutro
Despoluição da Pampulha e Via 710 estão entre os #desafios da gestão #Kalil... |Neutro
Después de días le dio mg a un estado en fb.|Neutro
Detalhe 3,80 passagem urbana em Uberaba|Negativo
Detalhe: O governador petista de MG decretou estado de calamidade financeira!!! |Neutro
Detran-MG realiza ações de educação de trânsito durante mês de fevereiro - Gerais - Estado de Minas |Positivo
Detran-MG realiza ações de educação de trânsito no mês de carnaval |Positivo
Detran-MG realiza ações de educação de trânsito no mês de Carnaval |Positivo
Devasso, Pimentel some com depósitos judiciais|Neutro
Devem ter jogado uma praga poderosa no PT visando exterminar o partido e seu legado positivo. Pra piorar, mesmo... |Neutro
Dia da Fundação do município... |Neutro
Diante disto so resta aos mineiros que o elegeram, aplaudir tal conduta.|Negativo
Dieese: custo da cesta básica fica mais caro em 2016 - Economia - Estado de Minas |Negativo
Dieese: custo da cesta básica fica mais caro em 2016 - Estado de Minas |Negativo
Diputados, Senadores, Presidente Municipal, Gobernadores, secretarios de estado,  regidores; los ciudadanos los... |Negativo
Disputa pelo comando da Câmara já tem três candidatos e promete ser acirrada - Politica - Estado de Minas |Negativo
DOENÇA TRANSMITIDA PELO MOSQUITO PIMENTEL  |Negativo
Dois homens são preso após roubo de vaca na zona rural de Unaí |Positivo
Dois jovens são presos com drogas, arma e munições em Jaíba |Positivo
Dois jovens são presos suspeitos de roubo em Montes Claros |Positivo
Dois são detidos ao tentar jogar celulares e drogas em presídio de MG: Ocorrência foi registrada perto do Sebastião… |Positivo
Donos de sorveterias aproveitam o verão para venderem mais em Governador Valadares |Negativo
Donos de veículos enfrentam longas filas para ir ao Detran de Governador Valadares |Negativo
Doria cria 'Lei Soninha' contra atrasados - Estado de Minas |Negativo
Doria tenta esconder morador de rua com tela - Estado de Minas |Negativo
Drogas e uma arma de fogo são apreendidas pela PM em Perdigão/MG |Positivo
Dsp esta la puta esa que le da  mg a todos los estado de el ?|Negativo
Dupla é detida com grande quantidade de drogas em ônibus que seguia de SP para Ubaí, no Norte de Minas - |Positivo
Dupla é detida com grande quantidade de drogas em ônibus que seguia de SP para Ubaí, no Norte de Minas… |Positivo
Dupla é presa com drogas durante operação policial em Patrocínio |Positivo
Dupla é presa com drogas, arma e carro roubado em Patos de Minas|Positivo
Dupla é presa em Patrocínio suspeita de envolvimento em roubo à fazenda: Investigações da Polícia Civil continuam…… |Positivo
Dupla presa por tráfico de drogas é apresentada em Patrocínio |Positivo
Dupla suspeita de assaltos é presa com drogas em Pará de Minas |Positivo
Durante coletiva realizada na tarde dessa segunda-feira (9/1), a Secretaria de Estado de Saúde de Minas Gerais... |Negativo
É apenas uma proposta pelo reserva do Fred (tá caro!)... Não é a compra do Estado de Minas (Tchê Tchê + Moisés)|Neutro
É bonita e é bonita... |Neutro
É de Governador Valadares?Se liga na programação |Negativo
E depois declara estado de calamidade em MG e compra 2 helicópteros ?|Negativo
E em Goiás, como está a situação? "Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciaisc|Negativo
E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer |Negativo
E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer , |Neutro
E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer , |Negativo
E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar |Negativo
É grave o estado de saúde do atacante Michael, que disputou o Brasileirão pelo América/MG. O carro em que estava colidiu com uma vaca.|Negativo
É inacreditável!!>>>>Governo de Minas Gerais compra mais dois helicópteros -  |Negativo
É muita falta de vergonha e principalmente de respeito pela população. É assim e de outras maneiras que o nosso... |Negativo
E o governador mais corrupto q MG já teve continua solto! |Negativo
E o Governo de Minas pelo Mineirão. Hj, alguns times pequenos ainda batem uma bolinha lá! @pvcefox @UOLEsporte |Negativo
E O POVO...OH|Positivo
É o único presídio controlado pela iniciativa privada e o custo por preso é quase a metade dos presos nos... |Positivo
É possível reintegrar! |Positivo
E que vergonha o Pimentel, réu no STF, bandido, continuar como governador de Minas.|Negativo
E REALMENTE UM INFELIZ E DESGRAÇADO.. |Negativo
É UM PALHAÇO QUE ACHA QUE O BRASIL É SEU CIRCO |Negativo
Eduardo Cunha fica isolado em presídio do Paraná - Politica - Estado de Minas |Negativo
Eduardo Cunha pede ao STF a anulação da cassação na Câmara - Politica - Estado de Minas |Neutro
ei governo de mg , cade voces abrindo os concursos publicos de 2017|Neutro
El juego es así, tú  le das MG a esté estado & yo por inbox te dire "Dame un número &... |Neutro
Ele mostra como o presídio de Ribeirão das Neves, em MG, poderia ser um modelo para o Brasil inteiro.|Positivo
Eleitores criticam Maia por costurar apoio com o PT para presidência da Câmara - Politica - Estado de Minas |Neutro
Eles estão rindo de mim, e de quem votou nele! Rindo dos professores, dos médicos, e dos demais servidores que... |Neutro
Elias no tenés que poner mg al estado, tenés que comentar jaajjaja|Negativo
Em 1963 era adotada a bandeira do Estado de Minas Gerais!|Neutro
EM 2 ANOS ESTE DESGOVERNADOR DESTRUIU O ESTADO.|Neutro
Em 2014, PF e MP tentaram barrar crescimento do PCC em Roraima - Nacional - Estado de Minas |Negativo
Em breve será aberto edital na Universidade do Estado de Minas Gerais para contratação de... |Negativo
Em calamidade financeira, governo de MG compra dois helicópteros |Negativo
Em calamidade financeira, MG compra dois helicópteros |Negativo
Em discurso, Michel Temer confude real com cruzeiro ao falar da moeda - Politica - Estado de Minas |Negativo
Em dois anos, o governo Pimentel (MG) fez mais, positivamente, para educação, do que os 12 anos de tucanato", dispara dep @cristianominas|Positivo
em duas semanas passei pelo estado de goias, minas gerais, são paulo e rio de janeiro|Neutro
Em meio à calamidade financeira, Pimentel compra mais dois helicópteros para o governo de Minas |Neutro
Em meio à crise carcerária, Padilha cita Darcy Ribeiro no Twitter - Nacional - Estado de Minas |Neutro
Em meio à crise, governo de MG compra dois helicópteros de R$ 21,8 milhões |Neutro
Em MG o PT deu continuidade à venda de presidios pra parceiros eleitorais/empresariais, como fazia o PSDB |Neutro
Em Montes Claros, mutirão realiza vacinação contra a febre amarela |Positivo
Em Montes Claros, mutirão realiza vacinação contra a febre amarela  |Positivo
Em nota oficial, Michel Temer lamenta morte de 33 detentos em Roraima - Nacional - Estado de Minas |Neutro
Em qual estado vc mora ? — mg |Neutro
Em site oficial, Farc negam vínculo com facções brasileiras - Nacional - Estado de Minas |Neutro
em_com: #Detran-MG realiza ações de educação de #trânsito durante mês de fevereiro |Positivo
em_com: #Minas vai dobrar oferta de trabalho e estudo nos #presídios do Estado|Neutro
em_com: Bom dia! Esta é a capa do Estado de Minas desta terça, 10 de janeiro de 2017. Leia mais em |Neutro
em_com: Bom dia! Esta é a capa do Estado de Minas deste domingo, 8 de janeiro de 2017. Leia mais em |Neutro
em_com: Bom dia! Veja a capa da edição digital do Estado de Minas de hoje, 09 de janeiro. Leia mais no… |Neutro
em_com: Esta é a capa do Estado de Minas deste sábado. Saiba tudo em |Neutro
em_com: Estado amplia para 23 o número de casos suspeitos de #FebreAmarela em Minas |Neutro
em_com: Profissionais da saúde trabalham sem descanso para vacinar contra #FebreAmarela em Minas |Positivo
em_com: Secretaria de #Educação de MG abre processo para #contratar designados |Positivo
em_com: Secretaria de #Educação de MG abre processo para contratar designados |Positivo
em_com: Secretário de Saúde afirma que novos casos de #FebreAmarela em Minas estão em declínio|Positivo
Empresa abandonou obras de prisão no Tocantins, denuncia Promotoria - Nacional - Estado de Minas |Negativo
Empresa de lacres de segurança emprega detentas gestantes na RMBH. |Positivo
Empresário relata momentos de terror sob a mira de uma arma em BH - Gerais - Estado de Minas |Negativo
Empresário relata momentos de terror sob a mira de uma arma em BH - Gerais - Estado de Minas |Positivo
En 80s  ppk (min. E y Minas)promovio Ley 23231: benef. tributar. p petroleras extranj. estado deja recaudar $500mll… |Negativo
En cualquier momento tiró un estado en FB de " MG y te hablo" porque mis noches son las más aburridas del mundo??|Negativo
Encerramento do CONGRESSO MOMENTOS COM CRISTO no ESTADO de MINAS GERAIS , 3 dias de muito AVIVAMENTO, PALAVRA &... |Negativo
Encerrando esta semana dura de #ferias (@ arturito - bar & cozinha in Governador Valadares, Minas Gerais) |Negativo
encima el chabon al que le dediqué el estado, le dió MG|Neutro
Encima me pone mg al estado , mas bronca todavía .. En ves de hablarme de una buena vez|Neutro
Encomendas à indústria alemã caem mais que o esperado em novembro Estado de Minas Frankfurt, 06 - As encomendas à… |Negativo
Endividando ainda mais o Estado de MG.  E Quem pagará a conta,  é o povo mineiro. Será que ele coleciona helicópter… |Negativo
Enquanto isso, o Governador do Estado de Minas Gerais, Fernando Pimentel, coloca o helicóptero do governo para... |Neutro
ENQUANTO O PSDB TIRA ÔNIBUS ESCOLARES DE SÃO PAULO O PT COLOCA MAIS EM MINAS GERAIS! |Positivo
então bora, uai... (@ LFG in Governador Valadares, Minas Gerais) |Neutro
Entrará para a história como o pior governador de Minas. |Neutro
Equipamentos foram instalados em diferentes regiões do estado em fase experimental. |Neutro
Equipe da Força Nacional do SUS está em Minas Gerais para atender pacientes com febre amarela: |Positivo
Es enserio que piden segunda para ir al telo por estado de Facebook???? Encima las minas comentan "yoo acá" ???|Neutro
Esbórnia do Governador do PT de Minas:Uso de helicóptero por Pimentel motiva protesto de servidores em MG.|Neutro
Escala pagamento IPVA 2017 no Estado de Minas Gerais.|Neutro
Escândalo da Odebrecht pode punir partido governista do Equador, diz Eurasia - Internacional - Estado de Minas |Neutro
ESCARNIO ZERO|Neutro
ESCARNIO ZERO|Negativo
Escola do Legislativo é tema de mestrado na Universidade de Portugal |Positivo
Esconde-se os mal feitos. |Negativo
Essa frase tá errada. Que decepção.|Neutro
Esse cara não tem capacidade para governar um estado do porte de MG!!! |Neutro
Esse governo de Minas Gerais é ridículo! PT entrou, IPVA de um veículo que era de R$75 em média, passou para R$400! #vergonha #mg #forapt|Neutro
Esse Pimentel é o mesmo PTIsta que governa o estado de MG que decretou estado de calamidade financeira mês passado? |Neutro
